,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Rupali and Agrani bank 2011,,,,,,,,,,
1,Lalmonirhat,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Rupali bank - Number of  branch,Rupali bank - Account - S.D,Rupali bank - Account - C.D,Rupali bank - Account - F.D,Rupali bank - Account - S.T.D,Agrani bank - Number of  branch,Agrani bank - Account - S.D,Agrani bank - Account - C.D,Agrani bank - Account - F.D,Agrani bank - Account - S.T.D
4,Aditmari,1,3970,163,25,3,0,0,0,0,0
5,Hatibandha,1,13,733,0,0,0,0,0,0,0
6,Kaligonj,0,0,0,0,0,0,0,0,0,0
7,Lalmonirhat Sadar,1,88,13,27,17,1,0,783,43,53
8,Patgram,1,9353,511,63,20,0,0,0,0,0
9,Total,4,13424,1420,115,40,1,0,783,43,53
