,0,1,2,3,4
0,Number of bamboo and cane industry and person engaged 2011,,,,
1,,,,,
2,Upazila,Unit,Person engaged Family,Person engaged Hired,Person engaged Total
3,Adamdighi,95,154,0,154
4,Bogra sadar,137,178,324,502
5,Dhunat,785,1413,0,1413
6,Gabtali,183,336,0,336
7,Dhupchanchia,38,52,30,82
8,Kahaloo,170,280,0,280
9,Nandigram,98,100,0,100
10,Sariakandi,1620,4700,600,5300
11,Sherpur,360,360,180,540
12,Shibganj,188,212,0,212
13,Sonatola,200,420,0,420
14,Shajahanpur,225,675,51,726
15,Total,4099,8880,1185,10065
