,0,1,2,3,4,5,6
0,"Area and production of lentil (masur), mug and maize crops 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Lentil (Masur) Area,Lentil (Masur) Production,Mug Area,Mug Production,Maize Area,Maize Production
3,Adamdighi,0,0,0,0,4.37,4.9
4,Bogra sadar,0,0,0,0,239,513
5,Dhunat,32,31,1824,1184,70356,22.33.99
6,Dhupchanchia,0,0,0,0,0,0
7,Gabtali,8,2,0,0,57.82,135.34
8,Kahaloo,3,1,0,0,8,17.273
9,Nandigram,0,0,0,0,18,11.7
10,Sariakandi,209,42,0,0,1715,3087
11,Shajahanpur,0,0,6,2,986,2701
12,Sherpur,10,1,0,0,735,1461
13,Shibganj,295,101,25,8,1774.12,4954.722
14,Sonatola,75,24,0,0,5,15
15,Total,632,202,1855,1194,12892,12923
