,0,1,2,3,4,5,6
0,"Area and production of pumpkin, parble (potol) and cabbage 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Pumpkin Area,Pumpkin Production,Parble (potol) Area,Parble (potol) Production,Cabbage Area,Cabbage Production
3,Adamdighi,69,251,18,62,42,306
4,Bogra sadar,70,345,86,344,82,555
5,Dhunat,59,159,43,104,50,683
6,Dhupchanchia,154,882,26,99,26,428
7,Gabtali,35,126,56,229,19,43
8,Kahaloo,121,315,36,89,65,237
9,Nandigram,59,270,0,0,7,35
10,Sariakandi,20,46,7,20,3,8
11,Shajahanpur,117,675,188,757,81,293
12,Sherpur,111,501,249,770,65,518
13,Shibganj,91,257,123,346,200,627
14,Sonatola,43,266,3,11,17,224
15,Total,949,4093,835,2831,657,3957
