,0,1,2,3,4
0,"Number of branch of specialized (Krishi, Co-operative etc) bank 2011",,,,
1,,,,,
2,Upazila,Number of branch,Number of employee,Number of saving A/C,Number of current A/C
3,Adamdighi,3,23,5704,143
4,Bogra sadar,6,78,7484,489
5,Dhunat,3,23,5225,309
6,Gabtali,4,34,12082,716
7,Dhupchanchia,1,11,3259,85
8,Kahaloo,4,31,10801,546
9,Nandigram,4,25,7258,189
10,Sariakandi,2,31,10396,374
11,Sherpur,1,15,2355,140
12,Shibganj,6,45,17755,548
13,Sonatola,3,18,5046,54
14,Shajahanpur,2,18,2339,152
15,Total,39,352,89704,3745
