,0,1,2,3,4,5,6
0,"Selected poultry, birds 2008",,,,,,
1,,,,,,,
2,Upazila,Hen and cock Holding reporting,Hen and cock Total number,Duck Holding reporting,Duck Total number,Others Holding reporting,Others Total number
3,Adamdighi,24419,188155,17425,117218,1066,13413
4,Bogra sadar,32372,217435,10856,49745,1543,20323
5,Dhunat,4423,269298,13574,66047,1329,14807
6,Dhupchanchia,25014,209592,17020,114956,686,8894
7,Gabtali,45550,287987,13690,56472,1580,19111
8,Kahaloo,32412,272755,20988,126835,1180,17380
9,Nandigram,28520,254340,20729,138419,1193,11767
10,Sariakandi,88710,262661,7069,31058,1355,14740
11,Shajahanpur,32568,256790,14132,70968,1039,12714
12,Sherpur,44827,354636,22441,132337,2141,24555
13,Shibganj,56034,413445,27196,134961,1388,16452
14,Sonatola,25474,172258,8440,36689,954,10219
15,Total,390323,3159352,193510,1075705,15454,189375
