,0,1,2,3,4
0,"Area and production at water melon, melon (bangi) in following years",,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Bhaluka,0,0,0,0
4,Dhobaura,21,71,23,77
5,Fulbaria,4,12,3,11
6,Gaffargaon,0,0,0,0
7,Gauripur,1,4,1,4
8,Haluaghat,33,101,31,91
9,Ishwargonj,22,88,25,95
10,Muktagacha,0,0,0,0
11,Mymensingh Sadar,18,53,17,44
12,Nandail,16,34,12,23
13,Phulpur,10,165,22,330
14,Trishal,38,126,43,108
15,Total,163,654,177,783
