,0,1,2,3,4,5,6,7,8
0,"Number of Engineering college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of university,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhaluka,0,0,0,0,0,0,0,0
4,Dhubaura,0,0,0,0,0,0,0,0
5,Fulbaria,0,0,0,0,0,0,0,0
6,Gaffargaon,0,0,0,0,0,0,0,0
7,Gauripur,0,0,0,0,0,0,0,0
8,Haluaghat,0,0,0,0,0,0,0,0
9,Ishwargonj,0,0,0,0,0,0,0,0
10,Muktagacha,0,0,0,0,0,0,0,0
11,Mymensingh Sadar,2,10,12,22,657,140,797,36
12,Nandail,0,0,0,0,0,0,0,0
13,Phulpur,0,0,0,0,0,0,0,0
14,Trishal,0,0,0,0,0,0,0,0
15,Total,2,10,12,22,657,140,797,36
