,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,,,,,,,,
2, Upazila,Number of mill,Number of loom (installed),Number of loom - Operative,Number of loom - Non- operational,Number of worker - Permanent,Number of worker - Temporary,Number of worker - Total
3,Bhaluka,0,0,0,0,0,0,0
4,Dhobaura,0,0,0,0,0,0,0
5,Fulbaria,0,0,0,0,0,0,0
6,Gaffargaon,0,0,0,0,0,0,0
7,Gauripur,0,0,0,0,0,0,0
8,Haluaghat,0,0,0,0,0,0,0
9,Ishwargonj,0,0,0,0,0,0,0
10,Muktagacha,0,0,0,0,0,0,0
11,Mymensingh Sadar,1,478,170,308,0,703,703
12,Nandail,0,0,0,0,0,0,0
13,Phulpur,0,0,0,0,0,0,0
14,Trishal,0,0,0,0,0,0,0
15,Total,1,478,170,308,0,703,703
