,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,,,,,,
2,Upazila,Rickshaw,Van,Easy bike and auto- rickshaw,Tempo,Nochimon/korimon/ bhotvoti
3,Bhaluka,1200,150,110,160,150
4,Dhubaura,3300,110,10,0,150
5,Fulbaria,750,1045,122,14,215
6,Gaffargaon,413,220,70,150,380
7,Gauripur,62,59,35,20,21
8,Phulpur,1200,250,40,50,115
9,Haluaghat,1480,200,117,43,15
10,Ishwargonj,1250,210,56,42,30
11,Muktagacha,20,50,0,0,56
12,Nandail,250,180,26,21,315
13,Mymensingh Sadar,260,650,0,0,65
14,Trishal,4200,2800,44,0,66
15,Total,14385,5924,630,500,1578
