,0,1,2,3,4,5
0,"Number of cinema hall, registered club, auditorium, public library and orphanage 2011",,,,,
1,,,,,,
2,Upazila,Cinema hall,Registered club,Library,Orphanage,Auditorium
3,Bhaluka,2,112,0,3,0
4,Dhubaura,0,31,0,2,2
5,Fulbaria,1,60,1,16,0
6,Gaffargaon,6,93,0,12,1
7,Gauripur,4,79,0,2,1
8,Haluaghat,1,2,0,2,1
9,Ishwargonj,2,75,0,6,1
10,Muktagacha,3,97,0,8,1
11,Mymensingh Sadar,5,164,1,5,8
12,Nandail,1,43,0,6,0
13,Phulpur,2,166,0,8,1
14,Trishal,5,29,1,3,1
15,Total,32,951,3,73,17
