,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Papaya Area,Papaya Production,Guava Area,Guava Production,Lime and lemon Area,Lime and lemon Production
3,Bhaluka,85,4043,50,484,78,725
4,Dhobaura,17,252,12,162,14,190
5,Fulbaria,13,110,14,79,9,73
6,Gaffargaon,83,722,24,1040,64,4100
7,Gauripur,3,1,1,2,2,1
8,Haluaghat,6,61,7,39,10,361
9,Ishwargonj,10,881,15,131,9,37
10,Muktagacha,9,166,11,355,17,120
11,Mymensingh Sadar,29,1189,23,173,13,261
12,Nandail,51,157,8,274,48,520
13,Phulpur,2,555,5,1160,7,1870
14,Trishal,80,1328,90,738,40,860
15,Total,388,9465,260,4637,311,9118
