,0,1,2,3,4
0,Number of pottery and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Bhaluka,110,560,150,710
4,Dhobaura,50,160,60,220
5,Fulbaria,195,585,200,785
6,Gaffargaon,0,0,0,0
7,Gauripur,0,0,0,0
8,Haluaghat,58,116,29,145
9,Ishwargonj,37,145,0,145
10,Muktagacha,70,308,42,350
11,Mymensingh Sadar,23,50,20,70
12,Nandail,147,312,29,341
13,Phulpur,236,500,100,600
14,Trishal,35,105,0,105
15,Total,961,2841,630,3471
