,0,1,2,3,4
0,Number of Saw mill and person engaged 2011,,,,
1,,,,,
2, Upazila, Unit,Person engaged - Family,Person engaged - Hired,Person engaged - Total
3,Bhaluka,36,36,116,152
4,Dhobaura,27,32,75,107
5,Fulbaria,64,31,256,287
6,Gaffargaon,48,48,155,203
7,Gauripur,22,22,105,127
8,Haluaghat,38,38,130,168
9,Ishwargonj,40,149,245,394
10,Muktagacha,64,64,192,256
11,Mymensingh Sadar,78,78,312,390
12,Nandail,27,40,135,175
13,Phulpur,80,80,320,400
14,Trishal,84,88,330,418
15,Total,608,706,2371,3077
