,0,1,2,3,4,5,6,7,8
0,"Number of secondary school & college (operating jointly), teacher and student by municipality 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of  institute,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Bhaluka,0,0,0,0,0,0,0,0
4,Fulbaria,0,0,0,0,0,0,0,0
5,Gaffargaon,0,0,0,0,0,0,0,0
6,Gauripur,1,12,3,15,434,148,282,19
7,Ishwargonj,1,3,9,22,0,698,698,32
8,Muktagacha,0,0,0,0,0,0,0,0
9,Mymensingh Sadar,5,70,90,160,1110,4349,5459,34
10,Nandail,0,0,0,0,0,0,0,0
11,Phulpur,0,0,0,0,0,0,0,0
12,Trishal,0,0,0,0,0,0,0,0
13,Total,7,85,102,197,1544,5195,6439,33
