,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Faridpur,,,,,,,
2,,,,,,,,
3, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Alfadanga,24,7,3,4,10,66,11
5,Bhanga,44,24,4,3,9,103,29
6,Boalmari,50,25,4,6,30,75,21
7,Charbhadrashon,9,5,4,3,23,27,15
8,Faridpur Sadar,57,10,2,5,7,142,23
9,Madhukhali,65,8,4,5,6,62,31
10,Nagarkanda,27,7,3,5,5,52,15
11,Sadarpur,35,7,3,4,9,77,22
12,Saltha,18,0,1,5,0,40,6
13,Total,329,93,28,40,99,644,173
