,0,1,2,3,4
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,
1,,,,,
2,  Upazila, Name of land/river/sea port, Name of Important or historical/tourist place/object, Name of important/famous crop or food production,Distance between district head quarter  upazila by road (km)
3,Alfadanga,-,-,Anonder Ras malai,55
4,Bhanga,-,Pataril dighir par jame mosjid,"Paddy, Wheat, jute",30
5,Boalmari,-,Satair Jame Mosjid,Akher patali,36
6,Charbhadrashon,-,-,"Paddy, Onion, Jute",26
7,Faridpur Sadar,-,Gerda Darga bari,"Paddy, Jute, Whet, Onion",5
8,Madhukhali,-,Dewul,"Paddy, Jute, Whet, Onion",38
9,Nagarkanda,-,-,"Paddy, Onion, Jute",26
10,Sadarpur,-,Dorbar sarif,"Paddy, Onion, Jute",36
11,Saltha,-,-,"Paddy, Onion, Jute",24
