,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,Faridpur,,,,,,,,,,
2,,,,,,,,,,,
3, Upazila,Sonali bank - Number of branch,Sonali bank - Account - S.D,Sonali bank - Account - C.D,Sonali bank - Account - F.D,Sonali bank - Account - S.T.D,Janata bank - Number of branch,Janata bank - Account - S.D,Janata bank - Account - C.D,Janata bank - Account - F.D,Janata bank - Account - S.T.D
4,Alfadanga,2,22101,2400,381,44,0,0,0,0,0
5,Bhanga,1,11201,214,51,17,2,0,93,141,22
6,Boalmari,2,53584,8540,4106,1904,1,618,195,36,11
7,Charbhadrashon,2,12152,720,160,22,0,0,0,0,0
8,Faridpur Sadar,7,48512,776,271,69,4,15523,1787,226,112
9,Madhukhali,3,55947,260,277,53,0,0,0,0,0
10,Nagarkanda,2,12000,378,300,77,0,0,0,0,0
11,Sadarpur,3,27484,1671,723,88,0,0,0,0,0
12,Saltha,1,10079,382,11,4,0,0,0,0,0
13,Total,23,253060,15341,6280,2278,7,16141,2075,403,145
