,0,1,2,3,4,5,6,7,8
0,"Number of growth centre, hat , bazar, poultry farm, dairy farm, nursery, horticulture centre, brick kiln, decorator service 2011",,,,,,,,
1,Faridpur,,,,,,,,
2,,,,,,,,,
3,Upazila,Growth centre,Hat /bazar,Poultry farm,Dairy farm,Nursery,Horticulture centre,Brick kiln,Decorator service
4,Alfadanga,3,14,256,27,11,0,4,17
5,Bhanga,4,37,41,44,13,0,4,46
6,Boalmari,6,32,65,50,45,1,8,36
7,Charbhadrashon,1,14,10,6,1,0,0,18
8,Faridpur Sadar,9,41,489,872,375,1,36,61
9,Madhukhali,4,31,108,30,43,0,8,47
10,Nagarkanda,5,13,35,46,2,0,5,29
11,Sadarpur,4,28,36,53,32,0,6,37
12,Saltha,1,18,30,12,2,0,0,18
13,Total,34,228,1070,1140,524,2,71,309
