,0,1,2,3,4,5
0,"Name of land, river port, important or historical, tourist places, objects, important, famous crop or food production 2011",,,,,
1,,,,,,
2,  Upazila, Name of land/river port, Name of Important or historical/tourist place/object, Name of important /famous crop or food production,Customer care service provider’s name of cell phone operator,Distance between district head quarter & upazila by road (km)
3,Azmirigonj,Lonchghat,PirerMazar,-,"Grameenphone, Banglalink & Robi",42
4,Bahubal,-,Chandra chari maza,Paddy,"Grameenphone, Banglalink & Robi",24
5,Baniachang,-,Sagourdighi,Paddy,"Grameenphone, Banglalink & Robi",18
6,Chunarughat,-,Mazar,Tea,Grameenphone,29
7, Habiganj Sadar, -,Sonkorpasha Mosque, Paddy,"Grameenphone, Banglalink, Robi & Airtel", 0
8,Lakhai,Bulla bazar,S.vanu shah mazar,Paddy,"Grameenphone, Banglalink & Robi",17
9,Madhabpur,-,Fateh gazir mazer,Paddy,"Grameenphone, Banglalink & Robi",52
10,Nabiganj,-,-,Paddy,"Grameenphone, Banglalink & Robi",32
