,0,1,2,3,4,5
0,Number and person engaged in bamboo and cane industry 2011,,,,,
1,,,,,,
2,Upazila,Number of unit,Investment (in lac taka),Person engaged Family,Person engaged Hired,Person engaged Total
3,Bishwamvarpur,15,30,40,20,50
4,Chhatak,63,80,157,0,157
5,Dakshin Sunamganj,0,0,0,0,0
6,Derai,0,0,0,0,0
7,Dharmapasha,450,112,750,126,876
8,Doarabazar,0,0,0,0,0
9,Jagannathpur,205,20,410,0,410
10,Jamalganj,8,2,16,0,16
11,Shalla,25,33,55,0,55
12,Sunamganj Sadar,5,1,8,29,37
13,Tahirpur,59,17,125,150,275
14,Total,830,295,1561,505,1876
