,0,1,2,3,4
0,"Length of metalled, semi metalled and unmetalled road 2011",,,,
1,(in kilometer),,,,
2, Upazila,Metalled road,Semi metalled road,Unmetalled (kacha) road, Total
3,Bishwamvarpur,49,48,170,267
4,Chhatak,257,40,406,663
5,Dakshin Sunamganj,56,20,205,260
6,Derai,106,20,322,430
7,Dharmapasha,65,30,500,570
8,Doarabazar,225,30,85,340
9,Jagannathpur,121,87,218,426
10,Jamalganj,65,30,150,216
11,Shalla,25,10,200,227
12,Sunamganj Sadar,85,15,80,180
13,Tahirpur,39,20,200,240
14,Total,1093,350,2536,3824
