,0,1,2,3,4
0,Upazila wise number of money exchange agency 2011,,,,
1,,,,,
2,Upazila,Number of money exchange agency,Number of employee,Annual transactions per money exchange shop (lac tk.),Annual profit per shop (lac tk.)
3,Bishwamvarpur,0,0,0,0
4,Chhatak,0,0,0,0
5,Dakshin Sunamganj,0,0,0,0
6,Derai,0,0,0,0
7,Dharmapasha,0,0,0,0
8,Doarabazar,0,0,0,0
9,Jagannathpur,2,8,867,12
10,Jamalganj,0,0,0,0
11,Shalla,0,0,0,0
12,Sunamganj Sadar,2,8,325,10
13,Tahirpur,1,2,50,3
14,Total,5,18,-,-
