,0,1,2,3,4,5
0,Number of semi-auto rice mill and person engaged 2011,,,,,
1,,,,,,
2,Upazila,Number of unit,Investment ( in lac taka),Person engaged Male,Person engaged Female,Person engaged Total
3,Bishwamvarpur,2,7,28,7,35
4,Chhatak,2,10,20,10,30
5,Dakshin Sunamganj,3,30,3,3,6
6,Derai,9,35,241,48,289
7,Dharmapasha,4,42,32,18,50
8,Doarabazar,2,72,28,12,40
9,Jagannathpur,0,0,0,0,0
10,Jamalganj,10,30,30,70,100
11,Shalla,0,0,0,0,0
12,Sunamganj Sadar,10,20,25,12,37
13,Tahirpur,8,20,20,15,35
14,Total,104,266,407,175,582
