,0,1,2,3,4,5
0,Number of bakeries and person engaged 2011,,,,,
1,,,,,,
2,Upazila,Number of unit,Investment ( in lac taka),Person engaged Family,Person engaged Hired,Person engaged Total
3,Bishwamvarpur,3,2,6,20,26
4,Chhatak,7,8.40,12,47,59
5,Dakshin Sunamganj,2,3,4,20,24
6,Derai,3,5,8,25,33
7,Dharmapasha,12,30,20,122,142
8,Doarabazar,4,9,8,20,28
9,Jagannathpur,5,2.10,5,45,50
10,Jamalganj,8,5,10,20,30
11,Shalla,0,0,0,0,0
12,Sunamganj Sadar,2,6,5,21,26
13,Tahirpur,10,35.00,35,60,95
14,Total,56,105.5,113,403,513
