,0,1,2,3,4,5
0,Upazila wise existing position of Government employee by category 2011,,,,,
1,,,,,,
2,Upazila,Class I,Class II,Class III,Class IV,Total employee
3,Bishwamvarpur,14,21,135,45,215
4,Chhatak,30,30,270,82,412
5,Dakshin Sunamganj,6,6,60,23,95
6,Derai,16,15,255,68,354
7,Dharmapasha,16,19,205,82,322
8,Doarabazar,15,9,463,62,549
9,Jagannathpur,24,20,167,71,282
10,Jamalganj,9,10,423,78,520
11,Shalla,13,13,112,50,188
12,Sunamganj Sadar,74,51,1169,180,1474
13,Tahirpur,14,10,392,32,448
14,Total,231,204,3651,773,4859
