,0,1,2,3,4,5,6,7,8
0,"Number of Non-government secondary school, teacher and student 2011",,,,,,,,
1,Shariatpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of  school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Bhedarganj,26,194,27,221,5878,8164,14042,64
5,Damudya,14,100,30,130,3041,3971,7012,54
6,Gosairhat,11,240,25,265,3600,3900,7500,28
7,Naria,23,209,44,253,5641,8248,13889,55
8,Shariatpur Sadar,18,134,34,168,4540,5495,10035,60
9,Zanjira,18,143,37,180,4407,5994,10401,58
10,Total,110,1020,197,1217,27107,35772,62879,52
