,0,1,2,3,4,5
0,"Number of non-registered rickshaw, van, easy bike and auto-rickshaw 2011",,,,,
1,Shariatpur,,,,,
2,,,,,,
3,Upazila,Rickshaw,Van,Easy bike and auto-rickshaw,Tempo,Nochimon/korimon/ bhotvoti
4,Bhedarganj,203,132,225,0,132
5,Damudya,700,300,25,30,30
6,Gosairhat,299,455,285,178,131
7,Naria,1050,300,2000,250,80
8,Shariatpur Sadar,30,150,2000,5,350
9,Zanjira,130,110,105,10,112
10,Total,2412,1447,4640,473,835
