,0,1,2,3,4,5,6,7
0,Number of technical personnel 2011,,,,,,,
1,Shariatpur,,,,,,,
2,,,,,,,,
3, Upazila,Agricultural personnel,Live- stock personnel,Plant protection,Fishery personnel,Sanitary personnel,Family planning personnel,Trained midwife
4,Bhedarganj,27,6,9,3,8,69,120
5,Damudya,5,2,0,5,6,8,0
6,Gosairhat,20,4,4,10,10,38,19
7,Naria,40,30,9,50,30,70,6
8,Shariatpur Sadar,65,35,15,625,65,76,6
9,Zanjira,32,14,0,13,7,79,0
10,Total,189,91,37,706,126,340,151
