,0,1,2,3,4,5,6
0,"Area and production of mango, litchi and blackberry 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Mango Area,Mango Production,Litchi Area,Litchi Production,Blackberry Area,Blackberry Production
3,Kamalnagar,-,200,-,0,25,19
4,Lakshmipur Sadar,-,125,-,19,-,18
5,Ramganj,-,62,-,13,-,45
6,Ramgati,-,221,-,0,-,20
7,Roypur,-,305,-,3,-,15
8,Total,-,913,-,35,25,117
