,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2009-10",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2, Upazila,Wheat - Area,Wheat - Production,Jute - Area,Jute - Production,Sugarcane - Area,Sugarcane - Production
3,Daulotpur,124,257,1566,767,425,3400
4,Gheor,177,151,625,413,73,1114
5,Horirampur,715,308,101,68,38,103
6,Manikganj Sadar,823,665,3448,6195,484,18
7,Saturia,298,174,2303,2189,172,891
8,Shibalaya,550,440,918,808,85,7225
9,Singair,1830,915,5996,4281,4040,24240
10,Total,4517,2910,14957,14721,5317,36991
