,0,1,2,3,4,5
0,Employment status in handloom industry 2011,,,,,
1,,,,,,
2, Upazila,Number of handloom,Person engaged - Family member,Person engaged - Regular,Person engaged - Hired /Casual, Total
3,Daulotpur,108,102,12,52,166
4,Gheor,4,12,0,0,12
5,Horirampur,90,90,10,20,120
6,Manikganj Sadar,25,30,105,40,175
7,Saturia,1550,3250,1560,650,5450
8,Shibalaya,0,0,0,0,0
9,Singair,0,0,0,0,0
10,Total,1777,3484,1687,762,5923
