,0,1,2,3,4,5,6,7
0,Average price of selected item 2011,,,,,,,
1,,,,,,,,
2,(Price unit per kg/taka) - Upazila,(Price unit per kg/taka) - Fine rice (minicate),(Price unit per kg/taka) - Medium rice,(Price unit per kg/taka) - Coarse rice (normal),(Price unit per kg/taka) - Wheat,(Price unit per kg/taka) - Coarse flour (Aata),(Price unit per kg/taka) - Potato,(Price unit per kg/taka) - Soyabean oil
3,Alfadanga,44,38,30,22,25,10,131
4,Bhanga,44,38,32,19,35,12,130
5,Boalmari,42,35,25,25,30,10,130
6,Charbhadrashon,45,40,28,22,28,12,130
7,Faridpur Sadar,44,38,28,22,30,12,140
8,Madhukhali,44,35,30,19,28,12,116
9,Nagarkanda,41,33,26,32,39,10,135
10,Sadarpur,42,34,26,20,27,12,110
11,Saltha,41,33,26,32,39,10,130
12,Average,43,36,28,24,31,11,128
