,0,1,2,3,4,5,6
0,"Area and production of wheat, jute and sugarcane 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila,Wheat - Area,Wheat - Production,Jute - Area,Jute - Production,Sugarcane - Area,Sugarcane - Production
3,Alfadanga,2102,1597,14203,10927,140,1540
4,Bhanga,11232,14578,23828,15834,210,3150
5,Boalmari,10850,11967,32013,21224,2240,31360
6,Charbhadrashon,2905,1418,2400,1440,715,10500
7,Faridpur Sadar,12100,13700,25032,22028,1175,21798
8,Madhukhali,7888,6210,20700,18550,4500,67000
9,Nagarkanda,6820,7161,26663,17330,76,912
10,Sadarpur,5920,5920,13910,8940,3000,30000
11,Saltha,5931,6227,23178,15065,74,888
12,Total,65748,68778,181927,131338,12130,167148
