,0,1,2,3,4,5,6,7,8
0,"Number of Non government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
3,Alfadanga,2,66,7,73,973,687,1660,23
4,Bhanga,3,67,15,82,1409,1384,2793,34
5,Boalmari,4,96,35,131,874,1515,2389,18
6,Charbhadrashon,0,0,0,0,0,0,0,0
7,Faridpur Sadar,8,121,59,180,3591,1755,5346,30
8,Madhukhali,3,57,19,76,1021,916,1937,25
9,Nagarkanda,1,26,9,35,533,510,1043,30
10,Sadarpur,1,13,4,17,0,410,410,24
11,Saltha,2,51,13,64,547,511,1058,17
12,Total,24,497,161,658,8948,7688,16636,25
