,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Labour,Labour,Labour,Labour,Labour,Labour
4, Upazila,Mason,Helper (Jogaly),Carpenter,Colour,Electric,Plumber
5,Fulchhari,250,120,200,190,220,300
6,Gaibandha Sadar,270,130,200,200,250,300
7,Gobindaganj,260,130,200,200,240,300
8,Palashbari,250,130,200,200,220,280
9,Sadullapur,240,120,190,200,200,270
10,Saghata,250,120,180,190,220,280
11,Sundarganj,250,120,180,180,200,280
12,Average,250,125,190,190,220,280
