,0,1,2,3,4,5,6,7,8,9,10
0,"Number of primary school (Class I-V), teacher and student by municipality 2011",,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Primary school - Govt.,Primary school - Non- govt.,Primary school - Total,Number of teacher - Govt.,Number of teacher - Non- govt.,Number of teacher - Total,Number of student - Govt.,Number of student - Non- govt.,Number of student - Total,Students per teacher
3,Amtali,3,2,5,40,20,60,1821,333,2154,36
4,Bamna,0,0,0,0,0,0,0,0,0,0
5,Barguna Sadar,5,5,10,53,20,73,2131,1026,3157,43
6,Betagi,4,2,6,36,8,44,1683,580,2263,51
7,Patharghata,3,3,6,26,12,38,1147,623,1770,47
8,Total,15,12,27,155,60,215,6782,2562,9344,43
