,0,1,2,3,4,5,6,7
0,Number of jute mill and number of worker 2011,,,,,,,
1,Rangpur,,,,,,,
2,,,,,,,,
3, Upazila,Number of mill,Number of loom (installed),Number of loom - Operative,Number of loom - Non- operational,Number of workers - Permanent,Number of workers - Temporary,Number of workers - Total
4,Badarganj,0,0,0,0,0,0,0
5,Gangachara,0,0,0,0,0,0,0
6,Kaunia,1,41,41,0,282,0,282
7,Mithapukur,0,0,0,0,0,0,0
8,Pirgachha,0,0,0,0,0,0,0
9,Pirganj,0,0,0,0,0,0,0
10,Rangpur Sadar,3,75,70,5,35,250,285
11,Taraganj,0,0,0,0,0,0,0
12,Total,4,116,111,5,317,250,567
