,0,1,2,3,4,5,6,7,8
0,"Number of kindergarten school (pre schooling), teacher and student 2011",,,,,,,,
1,Rangpur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of kindergarten school,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Badarganj,11,46,40,86,721,742,1463,17
5,Gangachara,13,30,35,65,761,796,1557,24
6,Kaunia,21,117,73,190,1910,1240,3150,17
7,Mithapukur,40,210,110,320,3600,2400,6000,19
8,Pirgachha,39,193,158,351,3217,2633,5850,17
9,Pirganj,31,73,51,124,1692,2475,4167,34
10,Rangpur Sadar,136,245,571,816,9402,9600,19002,23
11,Taraganj,10,42,36,78,657,433,1090,14
12,Total,301,956,1074,2030,21960,20319,42279,165
