,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,Rangpur,,,,,
2,(Wage in Taka),,,,,
3, Upazila,Porter (coolee),Garden male labour,Garden female labour,Other labour (adult),Other labour (child)
4,Badarganj,250,200,150,200,140
5,Gangachara,275,250,150,200,100
6,Kaunia,150,180,130,160,70
7,Mithapukur,400,0,0,0,100
8,Pirgachha,200,0,0,250,100
9,Pirganj,200,200,150,200,100
10,Rangpur Sadar,300,200,150,300,50
11,Taraganj,240,0,0,150,90
12,District Average,250,200,150,200,100
