,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population - Male,Population - Female,Population - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
3,Alikadam,9422,25650,23667,49317,108,5.12,56
4,Bandarban Sadar,18934,47687,40595,88282,117,4.44,176
5,Lama,22447,56610,52385,108995,108,4.81,162
6,Naikhongchhari,12218,31347,30441,61788,103,5.03,133
7,Rowangchhari,6292,14243,13021,27264,109,4.30,62
8,Ruma,5917,15469,13629,29038,114,4.83,59
9,Thanchi,4872,12344,11247,23591,110,4.73,23
10,Total,80102,203350,184985,388335,110,4.75,87
