,0,1,2,3,4
0,Area and production at tobacco in following years,,,,
1,,,,,
2,(Area in acre and production in metric ton) - Upazila,(Area in acre and production in metric ton) - 2010-11 - Area,(Area in acre and production in metric ton) - 2010-11 - Production,(Area in acre and production in metric ton) - 2009-10 - Area,(Area in acre and production in metric ton) - 2009-10 - Production
3,Alikadam,2000,2290,1300,1201
4,Bandarban Sadar,276,76,335,94
5,Lama,5922,7019,5915,6466
6,Naikhongchhari,1280,1042,1195,881
7,Rowangchhari,95,82,78,67
8,Ruma,650,234,555,194
9,Thanchi,235,365,228,248
10,Total,10458,11109,9606,9152
