,0,1,2,3,4,5,6,7,8
0,"Number of private (non-registered) primary school (class I-V), teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of Non-govt. primary school,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of Non-govt. primary school,Male,Female,Total,Male,Female,Total,Students per teacher
4,Araihazar,5,3,12,15,480,586,1066,71
5,Bandar,3,7,5,12,354,350,704,59
6,Narayanganj Sadar,6,18,14,32,1623,1393,3016,94
7,Rupganj,7,9,13,22,505,548,1053,48
8,Sonargaon,2,1,5,6,276,312,588,98
9,Total,23,38,49,87,3238,3189,6427,74
