,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Krishi and Co-operative bank 2011,,,,,,,,,,
1,"
Upazila",Krishi bank,Krishi bank,Krishi bank,Krishi bank,Krishi bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank,Co-operative bank
2,"
Upazila","Number
of branch",Account,Account,Account,Account,"Number
of branch",Account,Account,Account,Account
3,"
Upazila","Number
of branch",S.D,C.D,F.D,S.T.D,"Number
of branch",S.D,C.D,F.D,S.T.D
4,Araihazar,3,15952,309,146,12,0,0,0,0,0
5,Bandar,2,9965,309,238,9,0,0,0,0,0
6,Narayanganj Sadar,3,15396,2006,712,39,0,0,0,0,0
7,Rupganj,3,4085,202,1108,11,1,317,211,131,13
8,Sonargaon,0,0,0,0,0,2,0,0,0,1
9,Total,11,45398,2826,2204,71,3,317,211,131,14
