,0,1,2,3,4,5,6,7,8
0,"Number of kawmi madrasah, teacher and student 2011",,,,,,,,
1,Gazipur,,,,,,,,
2,,,,,,,,,
3, Upazila,Number of madrasah,Number of teacher - Male,Number of teacher - Female,Number of teacher - Total,Number of student - Male,Number of student - Female,Number of student - Total,Students per teacher
4,Gazipur Sadar,3,21,4,25,270,198,468,19
5,Kaliakair,73,355,10,365,7850,150,8000,21
6,Kaliganj,16,54,0,54,620,34,654,12
7,Kapashia,38,312,0,312,4150,0,4150,13
8,Sreepur,12,36,0,36,640,520,1160,32
9,Total,142,778,14,792,13530,902,14432,18
