,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,Gazipur,,,,,,,
2,,,,,,,,
3, Upazila, Household,Population - Male,Population - Female,Population - Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Gazipur Sadar,449139,976683,843691,1820374,116,3.99,3977
5,Kaliakair,116749,248219,235089,483308,106,4.09,1539
6,Kaliganj,57770,133246,132030,265276,101,4.53,1236
7,Kapashia,79928,165864,176298,342162,94,4.25,958
8,Sreepur,122872,251298,241494,492792,104,3.98,1064
9,Total,826458,1775310,1628602,3403912,109,4.07,1884
