,0,1,2,3
0,Number of selected agricultural machine 2008,,,
1,"
Upazila","
Number of power tiller","
Tractor",Number of threshing machine
2,Alikadam,53,4,3
3,Bandarban Sadar,40,0,35
4,Lama,251,35,145
5,Naikhongchhari,4,3,2
6,Rowangchhari,8,0,150
7,Ruma,0,0,0
8,Thanchi,5,10,20
9,Total,361,52,355
