,0,1,2,3,4,5,6,7
0,"Number of household, population and density 2011",,,,,,,
1,,,,,,,,
2, Upazila, Household,Population,Population,Population,Sex ratio (M/F),Average size of household,Density per sq. km.
3, Upazila, Household,Male,Female,Both sex,Sex ratio (M/F),Average size of household,Density per sq. km.
4,Alikadam,9422,25650,23667,49317,108,5.12,56
5,Bandarban Sadar,18934,47687,40595,88282,117,4.44,176
6,Lama,22447,56610,52385,108995,108,4.81,162
7,Naikhongchhari,12218,31347,30441,61788,103,5.03,133
8,Rowangchhari,6292,14243,13021,27264,109,4.30,62
9,Ruma,5917,15469,13629,29038,114,4.83,59
10,Thanchi,4872,12344,11247,23591,110,4.73,23
11,Total,80102,203350,184985,388335,110,4.75,87
