,0,1,2,3,4
0,Number of cinema hall and audience capacity by municipality 2011,,,,
1,Municipality,Number of cinema hall,Audience capacity,Show per day,Attendance (daily average)
2,Bandarban,1,750,3,350
3,Lama,2,600,2,375
4,Total,1,1350,5,725
