,0,1,2,3,4,5
0,Average rate of vehicle per kilometer 2011,,,,,
1,(Rate in taka),,,,,
2, Upazila,Vehicle,Vehicle,Vehicle,Vehicle,Vehicle
3, Upazila,Rickshaw,Rickshaw Van,Easy-bick,Auto Rickshaw,Tempo
4,Bishwamvarpur,3,5,2,2,2
5,Chhatak,5,6,5,5,3
6,Dakshin Sunamganj,10,0,5,5,5
7,Derai,5,0,3,3,3
8,Dharmapasha,5,20,0,0,3
9,Doarabazar,10,10,8,8,5
10,Jagannathpur,10,20,0,5,5
11,Jamalganj,5,4,5,5,2
12,Shalla,0,0,0,0,0
13,Sunamganj Sadar,10,10,5,5,5
14,Tahirpur,20,0,0,0,5
15,District Average,10,5,5,5,5
