,0,1,2,3,4
0,Number of branch of nationalized commercial bank 2011,,,,
1,,,,,
2,Upazila,Number of branch,Number of employee,Number of savings A/C,Number of current A/C
3,Bishwamvarpur,1,10,7127,333
4,Chhatak,5,54,27583,3614
5,Dakshin Sunamganj,2,15,6580,650
6,Derai,3,29,12021,1406
7,Dharmapasha,2,21,23700,1100
8,Doarabazar,3,19,10518,890
9,Jagannathpur,13,71,35669,2104
10,Jamalganj,1,12,16000,1400
11,Shalla,1,9,9408,403
12,Sunamganj Sadar,14,103,18302,3914
13,Tahirpur,1,12,9611,401
14,Total,46,340,169939,15565
