,0,1,2,3,4,5,6,7,8,9,10
0,Number of branch and accounts of Sonali and Janata bank 2011,,,,,,,,,,
1,,,,,,,,,,,
2, Upazila,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Sonali bank,Janata bank,Janata bank,Janata bank,Janata bank,Janata bank
3, Upazila,Number of branch,Account,Account,Account,Account,Number of branch,Account,Account,Account,Account
4, Upazila,Number of branch,S.D,C.D,F.D,S.T.D,Number of branch,S.D,C.D,F.D,S.T.D
5,Bhurungamari,1,8130,558,65,30,1,250,804,38,20
6,Char Rajibpur,1,25,75,15,5,0,0,0,0,0
7,Chilmari,1,24767,420,183,65,0,0,0,0,0
8,Kurigram Sadar,1,18250,2291,250,8940,2,7795,896,205,516
9,Nageshwari,1,10988,1080,276,34,2,2998,311,32,2
10,Phulbari,1,21000,460,60,65,0,0,0,0,0
11,Rajarhat,1,12782,528,23,17,0,0,0,0,0
12,Raumari,1,146,375,155,74,0,0,0,0,0
13,Ulipur,1,1400,22,400,80,1,17123,975,96,20
14,Total,9,97488,5809,3427,9310,6,28166,2986,371,558
