,0,1,2,3,4,5,6,7,8
0,"Number of Government college, teacher and student 2011",,,,,,,,
1,,,,,,,,,
2, Upazila,Number of college,Number of teacher,Number of teacher,Number of teacher,Number of student,Number of student,Number of student,Students per teacher
3, Upazila,Number of college,Male,Female,Total,Male,Female,Total,Students per teacher
4,Bhurungamari,0,0,0,0,0,0,0,0
5,Char Rajibpur,0,0,0,0,0,0,0,0
6,Chilmari,0,0,0,0,0,0,0,0
7,Kurigram Sadar,2,50,11,61,1650,1895,3545,58
8,Nageshwari,0,0,0,0,0,0,0,0
9,Phulbari,0,0,0,0,0,0,0,0
10,Rajarhat,0,0,0,0,0,0,0,0
11,Raumari,0,0,0,0,0,0,0,0
12,Ulipur,1,12,0,12,211,89,300,25
13,Total,3,62,11,73,1861,1984,3845,53
