,0,1,2,3,4
0,Area and production of cauliflower and cucumber 2010-11,,,,
1,(Area in acre and production in metric ton),,,,
2,Upazila/city corporation,Cauliflower Area,Cauliflower Production,Cucumber Area,Cucumber Production
3,Bagha,58,197,26,78
4,Baghmara,225,647,99,119
5,Charghat,15,38,10,14
6,Durgapur,35,149,11,20
7,Godagari,105,940,25,79
8,Mohanpur,115,627,35,65
9,Paba,207,1317,89,222
10,Puthia,105,315,38,182
11,Rajshahi city corporation,14,59,7,21
12,Tanore,30,90,17,56
13,Total,909,4379,357,856
