,0,1,2,3,4
0,Broad classification of area 2011,,,,
1,,,,,
2,,,,,(In sq. km.)
3,Upazila/city corporation,Total area,Land area,Reserve forest,Riverine area
4,Bagha,185.16,158.68,14.48,12.00
5,Baghmara,366.26,363.26,0,3.00
6,Charghat,164.50,129.02,0,35.48
7,Durgapur,197.89,195.29,0,2.60
8,Godagari,475.26,466.01,0,9.25
9,Mohanpur,162.65,161.15,0,1.50
10,Paba,340.03,308.28,0,31.75
11,Puthia,192.63,191.41,0,1.22
12,Rajshahi city corporation,96.72,96.72,0,0
13,Tanore,295.40,295.4,0,0
14,Total,2425.37,2314.09,14.48,96.80
