,0,1,2,3,4,5,6
0,"Selected poultry, bird 2008",,,,,,
1,,,,,,,
2,Upazila Upazila 1,Hen and cock Holding reporting 2,Hen and cock Total number 3,Duck Holding reporting 4,Duck Total number 5,Others Holding reporting 6,Others Total number 7
3,Atgharia,23595,155765,9276,43198,2742,33930
4,Bera,21677,129942,6110,27753,1247,16246
5,Bhangura,15184,116126,6423,44192,1285,18609
6,Chatmohar,35270,247848,12360,71184,3445,46453
7,Faridpur,15217,127074,6336,42639,1487,24946
8,Ishwardi,30770,200351,5899,27153,3179,44951
9,Pabna Sadar,49454,313568,13825,58215,5263,78972
10,Santhia,44398,280905,17595,82977,2637,33126
11,Sujanagar,34046,217223,14139,59994,2364,34547
12,Total,269611,1788802,91963,457305,23649,331780
