,0,1,2,3,4
0,Number of low lift pump scheme 2010-11,,,,
1,,,,,
2,Upazila Upazila 1,Number of pumps fielded Electric 2,Number of pumps fielded Diesel 3,Number of pumps fielded Total 4,Area irrigated (In acre) Area irrigated (In acre) 5
3,Atgharia,260,1201,1461,9216
4,Bera,354,1838,2192,15196
5,Bhangura,734,1199,1933,12148
6,Chatmohar,1100,1332,2432,16500
7,Faridpur,292,2153,2445,17920
8,Ishwardi,215,2182,2397,17880
9,Pabna Sadar,366,1760,2126,17322
10,Santhia,202,1726,1928,23325
11,Sujanagar,559,1291,1850,24182
12,Total,4082,14682,18764,153689
