,0,1,2,3,4,5,6
0,"Area and production of papaya, guava, lime and lemon 2010-11",,,,,,
1,(Area in acre and production in metric ton),,,,,,
2,Upazila Upazila 1,Papaya Area 2,Papaya Production 3,Guava Area 4,Guava Production 5,Lime and lemon Area 6,Lime and lemon Production 7
3,Atgharia,14,325,56,350,25,75
4,Bera,7,343,19,85,7,21
5,Bhangura,5,54,5,35,3,9
6,Chatmohar,93,1190,179,593,43,121
7,Faridpur,19,87,330,2170,1095,3057
8,Ishwardi,262,2620,150,800,337,1048
9,Pabna Sadar,17,200,88,780,26,75
10,Santhia,123,1500,25,250,20,22
11,Sujanagar,70,420,52,81,62,162
12,Total,612,9939,908,5149,1624,4597
