,0,1,2,3,4,5,6
0,"Area and production of brinjal, lady s finger and arum 2009-10",,,,,,
1,Bhola,,,,,,
2,(Area in acre and production in metric ton),,,,,,
3, Upazila,Brinjal - Area,Brinjal - Production,Ladys finger - Area,Ladys finger - Production,Arum - Area,Arum - Production
4,Bhola Sadar,240,668,156,240,66,169
5,Burhanuddin,198,455,222,672,99,464
6,Char Fasson,208,244,35,56,52,62.4
7,Daulatkhan,41,112.99,20.25,132. 25,129,806.76
8,Lalmohan,55,291.38,24,17.3,19,45.5
9,Manpura,18,16.2,6.5,4.55,0,0
10,Tazumuddin,58,214.48,9,15.39,34,148
11,Total,818,2002.05,472.75,1005.24,399,1695.66
