,0,1,2,3,4,5,6
0,Annual average wholesale price of selected building material 2011,,,,,,
1,Bhola,,,,,,
2,(Price in Taka),,,,,,
3, Upazila,Brick-01 (per1000),Cement (per 50 KG Bag),Iron Bar (per Ton),Sand-01 (Per C.Ft.),Sand -02 (Per C.Ft.),Stone (per C.Ft.)
4,Bhola Sadar,6500,400,72000,16,12,32
5,Burhanuddin,5500,410,60000,10,7,110
6,Char Fasson,5500,390,66000,18,10,90
7,Daulatkhan,5000,450,72000,30,12,0
8,Lalmohan,6000,450,70000,13,5,0
9,Manpura,5000,0,0,25,20,0
10,Tazumuddin,5400,410,63000,10,15,110
11,District Average,5557,358,57571,16010,12,49
