,0,1,2,3,4,5,6
0,Institutional accommodation facility by municipality 2011,,,,,,
1,,,,,,,
2, Municipality,Residential hostel - Number,Residential hostel - Capacity,Hall/Hostel - Number,Hall/Hostel - Capacity,Mess/Barracks - Number,Mess/Barracks - Capacity
3,Chandpur Sadar,19,855,7,510,8,95
4,Foridganj,0,0,0,0,12,13
5,Haimchar,0,0,0,0,0,0
6,Hajiganj,2,45,21,1130,8,200
7,Kachua,1,10,2,105,17,170
8,Matlab Dakshin,3,42,2,89,6,125
9,Matlab Uttar,0,0,0,0,1,9
10,Shahrasti,0,0,2,70,8,180
11,Total,25,952,34,1904,60,792
