,0,1,2,3
0,Length of railway and water way 2011,,,
1,(Kilometer),,,
2, Upazila,"Total Railway (All-B.G, M.G  Duel Gage)",Water way in monsoon (River + Canal),Water way round the Year (River + Canal)
3,Chandpur Sadar,16,66,50
4,Foridganj,0,1325,70
5,Haimchar,0,60,60
6,Hajiganj,13,85,13
7,Kachua,0,105,45
8,Matlab Dakshin,0,61,10
9,Matlab Uttar,0,65,65
10,Shahrasti,16,28,13
11,Total,45,1795,326
