,0,1,2,3,4,5
0,Average rate of vehicle per kilo meter 2011,,,,,
1,,,,,,
2,(Rate in taka) -  Upazila,(Rate in taka) - Vehicle - Rickshaw,(Rate in taka) - Vehicle - Rickshaw van,(Rate in taka) - Vehicle - Easy bike,(Rate in taka) - Vehicle - Auto rickshaw,(Rate in taka) - Vehicle - Tempo
3,Chandpur Sadar,15,10,10,5,5
4,Foridganj,15,30,5,4,4
5,Haimchar,20,60,10,14,0
6,Hajiganj,10,20,10,5,5
7,Kachua,20,20,10,5,5
8,Matlab Dakshin,10,20,10,5,4
9,Matlab Uttar,10,20,15,10,5
10,Shahrasti,10,20,5,5,5
11,Average,14,25,9,7,4
