,0,1,2,3
0,Daily average wage rate of agricultural labour 2011,,,
1,,,,
2,(Rate in Taka) - Upazila,(Rate in Taka) - Male,(Rate in Taka) - Female,(Rate in Taka) - Child (under 15 years old)
3,Chandpur Sadar,230,180,125
4,Foridganj,230,0,150
5,Haimchar,250,150,100
6,Hajiganj,200,150,100
7,Kachua,250,150,100
8,Matlab Dakshin,180,150,120
9,Matlab Uttar,150,120,100
10,Shahrasti,250,0,150
11,Average,218,150,118
